route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
82686,BLUEAMIGO,22,Dordrecht Hooikade - Papendrecht,,4,eda82f,ffffff,
82687,BLUEAMIGO,23,"Dordrecht, Merwekade - Sliedrecht, Middeldiep",,4,6cb53d,ffffff,
88522,BRAVO:ARR,402,Breda - Gorinchem,,3,0000ff,ffffff,
83139,IFF:NS,Sprinter,Eindhoven Centraal <-> Weert SPR16400,,2,,,
84509,CXX,15,Haarlem Station - Haarlem Waarderweg,,3,ffff00,000000,
84507,BRAVO:CXX,321,Gemert - Eindhoven Station,,3,,,
84512,CXX,633,Zierikzee - Vlissingen,,3,,,
88544,BRAVO:ARR,820,Bravoflex,,3,,,
84134,IFF:BRENG,Stoptrein,Arnhem Centraal <-> Doetinchem ST30700,,2,,,
84139,IFF:NS,Intercity,Den Haag Centraal <-> Utrecht Centraal IC2000,,2,,,
84150,IFF:NS,Sprinter,Leiden Centraal <-> Utrecht Centraal SPR8900,,2,,,
84141,IFF:NSI,Nightjet,Zurich HB <-> Frankfurt (M) Hbf NJ10400,,2,,,
83242,OVERAL,151,Alkmaar Station - Petten,,3,c34141,ffffff,
83241,OVERAL,139,Hoorn Station - Abbekerk - Opperdoes - Medemblik,,3,9b3214,ffffff,
83240,OVERAL,129,Alkmaar Station - Noordbeemster - P'rend Tramplein,,3,c34141,ffffff,
83243,OVERAL,166,Bergen - Alkmaar Station,,3,d1ea32,000000,
83249,OVERAL,652,Den Helder Station - Schagen Station,,3,9b3214,ffffff,
83250,CXX,FLEX,FLEX: Rijsenhout - Schiphol Rijk,,3,,,
83251,CXX,FLEX,FLEX: Buitenkaag - Nieuw Vennep,,3,,,
90553,ARR,1,Veerdam - Posthuys,,3,,,
90554,BRAVO:ARR,90,Oss - 's-Hertogenbosch,,3,,,
90555,BRAVO:ARR,91,Uden - Cuijk,,3,,,
84624,BRAVO:CXX,10,Oirschot Kazerne - Eindhoven Station,,3,,,
85083,IFF:VIAS,Stoptrein RE 19,Arnhem Centraal <-> Dusseldorf Hbf ST20000,,2,,,
84725,HTM,1,Scheveningen Noord - Delft Tanthof,,0,,,
84726,HTM,11,Scheveningen Haven - Rijswijkseplein,,0,,,
84728,HTM,15,Nootdorp - Kalvermarkt,,0,,,
84729,HTM,16,Wateringen - CS,,0,,,
84731,HTM,19,Delft Noord - Leidschendam leidsenhage,,0,,,
84733,HTM,3,Lijn 3,,0,be1fa1,ffffff,
84735,HTM,4,Lijn 4,,0,ef7100,000000,
84737,HTM,6,Den Haag Leyenburg - Leidschendam Noord,,0,,,
88570,HTM,17,Kunstmuseum - Wateringen,,0,,,
90556,BRAVO:ARR,92,Grave - Cuijk,,3,,,
88572,RET,125,Lijn 25 voor Kralingen tijdens Schiekade,,0,,,
90557,BRAVO:ARR,96,Grave - Oss,,3,,,
84740,HTM,9,Vrederust -Scheveningen Noorderstrand,,0,,,
84748,HTM,20,Lijn 20: Centraal Station - Duinzigt,,3,,,
84749,HTM,21,Lijn 21: Vrederust - Scheveningen Noorderstrand,,3,,,
84750,HTM,22,Lijn 22: Duindorp - Rijswijk De Schilp,,3,,,
84751,HTM,23,Lijn 23: Scheveningen Noorderstrand - Kijkduin,,3,,,
84752,HTM,24,Lijn 24: Kijkduin - Station Mariahoeve,,3,,,
84753,HTM,25,Lijn 25: Vrederust - Grote Markt,,3,,,
84754,HTM,26,Lijn 26: Kijkduin - Voorburg Station,,3,,,
84755,HTM,28,Lijn 28: Zuiderstrand - Voorburg Station,,3,,,
84756,HTM,29,Lijn 29: Station Rijswijk - Oude Waalsdorperweg,,3,,,
90558,BRAVO:ARR,99,Nijmegen - Uden,,3,,,
90559,BRAVO:ARR,131,Tilburg via Gilze - Rijen,,3,,,
90560,BRAVO:ARR,134,Raamsdonksveer - Waalwijk,,3,,,
90561,BRAVO:ARR,135,Wijk en Aalburg - 's-Hertogenbosch,,3,0000ff,ffffff,
90562,BRAVO:ARR,136,Tilburg  via Waalwijk - 's-Hertogenbosch,,3,,,
90563,BRAVO:ARR,137,Tilburg - Baarle-Nassau,,3,0000ff,ffffff,
90564,BRAVO:ARR,140,Tilburg  via Oisterwijk - 's-Hertogenbosch,,3,,,
90565,BRAVO:ARR,141,Tilburg  via Moergestel - Best,,3,,,
85125,IFF:NS,Sprinter,Utrecht Centraal <-> Utrecht Maliebaan,,2,,,
90566,BRAVO:ARR,142,Tilburg  via Hilvarenbeek - Best,,3,,,
90567,BRAVO:ARR,143,Tilburg via Hilvarenbeek - Reusel,,3,,,
90568,BRAVO:ARR,154,'s-Hertogenbosch - Eindhoven,,3,,,
90569,BRAVO:ARR,156,'s-Hertogenbosch - Eindhoven,,3,,,
90570,BRAVO:ARR,157,Oss - Eindhoven,,3,,,
90571,BRAVO:ARR,158,Veghel - 's-Hertogenbosch,,3,,,
90572,BRAVO:ARR,203,Liempde - 's-Hertogenbosch,,3,,,
90573,BRAVO:ARR,204,Best - Schijndel,,3,,,
84863,CXX,680,Zwanenburg Kinheim - Aerdenhout Boekenroodeweg,,3,ffcc00,000000,
90574,BRAVO:ARR,207,'s-Hertogenbosch - Cromvoirt,,3,,,
90575,BRAVO:ARR,238,Grave - Boxmeer,,3,,,
90576,BRAVO:ARR,239,Oisterwijk via Cromvoirt - 's-Hertogenbosch,,3,,,
90577,BRAVO:ARR,242,Hilvarenbeek via Diessen - Middelbeers,,3,,,
90578,BRAVO:ARR,250,Bokhoven - 's-Hertogenbosch CS,,3,,,
88599,IFF:NS,Sprinter,Rotterdam Centraal <-> Dordrecht SPR5200,,2,,,
85706,IFF:RNET,Stopbus i.p.v. trein,Stopbus i.p.v. trein Dordrecht <-> Gorinchem,,3,,,
90579,BRAVO:ARR,251,Rosmalen - Uden,,3,,,
90580,BRAVO:ARR,253,Boerdonk - Veghel,,3,,,
90581,BRAVO:ARR,254,Schaijk - Uden,,3,,,
90582,BRAVO:ARR,255,Boxmeer - Venray,,3,,,
85755,IFF:NS,Sprinter,Leiden Centraal <-> Utrecht Centraal SPR8800,,2,,,
86618,RET,175,Pendelbus,,3,,,
86625,RET,2,Charlois - Keizerswaard,,0,,,
86626,RET,4,Molenlaan - Marconiplein,,0,,,
86627,RET,7,Woudestein - Willemsplein,,0,,,
86628,RET,8,Kleiweg - Spangen,,0,,,
86631,RET,21,De Esch - Woudhoek,,0,,,
86632,RET,24,De Esch - Holy,,0,,,
86636,RET,30,Station Alexander -Schollevaar,,3,,,
86637,RET,31,Station Alexander - Oostgaarde,,3,,,
86638,RET,32,Overschie - Station Zuid,,3,,,
86639,RET,33,Centraal Station - Rotterdam Airport,,3,,,
86640,RET,35,Melanchthonweg Metro - Station Alexander,,3,,,
86641,RET,36,Station Alexander - Kralingse Zoom,,3,,,
86642,RET,38,Station Schiedam - Centraal Station - Crooswijk,,3,,,
86643,RET,40,Rotterdam Centraal - Station Delft C,,3,,,
86644,RET,42,Marconiplein - Bedrijvenpark Rotterdam Noord-West,,3,,,
86645,RET,44,Zuidplein - Centraal Station,,3,,,
86646,RET,51,Station Schiedam Centrum - Woudhoek,,3,,,
86647,RET,52,Hof van Spaland - Woudhoek,,3,,,
86648,RET,53,Woudhoek - Station Schiedam Centrum,,3,,,
86649,RET,54,Station Schiedam Centrum - De Gorzen,,3,,,
86650,RET,56,Vlaardingen West  -  Holy Noord,,3,,,
86651,RET,61,Hoogvliet Metro - Oudeland,,3,,,
86652,RET,62,Hoogvliet Metro - Westpunt,,3,,,
86653,RET,63,Hoogvliet Metro - Zalmplaat,,3,,,
86654,RET,65,Poortugaal - Rhoon,,3,,,
86655,RET,66,Zuidplein - Feijenoord,,3,,,
86656,RET,67,Zuidplein - Pendrecht,,3,,,
86657,RET,68,Zuidplein - Heijplaat RDM,,3,,,
86658,RET,69,Zuidplein - Pernis,,3,,,
86659,RET,70,Charlois - Keizerswaard,,3,,,
86619,RET,A,lijn,,1,00b43f,ffffff,
86620,RET,B,lijn,,1,ffdd00,000000,
86621,RET,C,lijn,,1,e32119,ffffff,
86623,RET,E,lijn,,1,003a8c,ffffff,
86622,RET,D,lijn,,1,34b4e4,000000,
86660,RET,72,Zuidplein - Sluisjesdijk,,3,,,
86661,RET,75,Zuidplein - Kralingse Zoom,,3,,,
86662,RET,76,Zuidplein - Keizerswaard,,3,,,
86663,RET,77,ss Rotterdam - Feyenoord,,3,,,
86664,RET,79,Poortugaal Metro - Kijvelanden,,3,,,
86665,RET,82,Zuidplein - Portland,,3,,,
86666,RET,83,Keizerswaard - Kralingse Zoom,,3,,,
86667,RET,84,Station Barendrecht - Zuidplein,,3,,,
86668,RET,96,Capelsebrug - Stormpolder,,3,,,
86669,RET,97,Capelsebrug - Krimpen a/d IJssel,,3,,,
86670,RET,98,Capelsebrug - Krimpen a/d IJssel,,3,,,
86672,RET,140,Kralingse Zoom - Slikkerveer,,3,,,
86673,RET,142,Zuidplein - Slikkerveer,,3,,,
86675,RET,144,Zuidplein - Ridderkerk Drievliet,,3,,,
86676,RET,145,Kralingse Zoom - Dordrecht,,3,,,
86677,RET,146,Zuidplein - Ridderkerk Drievliet,,3,,,
86678,RET,156,Vlaardingen West - Holy Noord,,3,,,
86681,RET,174,Station Noord - Station Delft,,3,,,
86682,RET,183,Zuidplein - Barendrecht - Kralingse Zoom,,3,,,
86683,RET,187,Zuidplein - Nieuw Reijerwaard,,3,,,
86684,RET,283,Zuidplein - Barendrecht - Kralingse Zoom,,3,,,
86685,RET,290,Zuidplein - Ridderkerk Donkersloot,,3,,,
86686,RET,547,Rondje Noordereiland,,3,,,
86688,RET,602,Poortugaal - Rhoon - Portland,,3,,,
86689,RET,603,Barendrecht - Carnisselande,,3,,,
86690,RET,605,Capelle Centrum - Schollevaar,,3,,,
86691,RET,606,Capelle Centrum - Schollevaar,,3,,,
86692,RET,607,Capelle Centrum - Capelsebrug,,3,,,
86693,RET,608,Barendrecht Middenbaan - Ridderkerk West,,3,,,
86694,RET,609,Station Barendrecht - Slikkerveer,,3,,,
86695,RET,610,Station Barendrecht - Keizerswaard,,3,,,
86696,RET,612,Buurtbus Antes,,3,,,
86697,RET,613,Roseknoop Pendel,,3,,,
86698,RET,668,Zuidplein/Slinge - STC Campus Waalhaven,,3,,,
86699,RET,23,Beverwaard - Marconiplein,,0,,,
86700,RET,170,Zoetermeer Centrum West - Rodenrijs Metro,,3,,,
86701,RET,173,Rodenrijs Metro - Station Lansingerland-Zoetermeer,,3,,,
86702,RET,567,STOPenGO Charlois,,3,,,
90583,BRAVO:ARR,256,Veghel - Venhorst,,3,,,
86742,IFF:NS,Sprinter,Uitgeest <-> Utrecht Centraal SPR7400,,2,,,
88731,BRAVO:ARR,90,Oss - 's-Hertogenbosch,,3,,,
88732,BRAVO:ARR,91,Uden - Cuijk,,3,,,
88733,BRAVO:ARR,92,Grave - Cuijk,,3,,,
88734,BRAVO:ARR,96,Grave - Oss,,3,,,
88735,BRAVO:ARR,99,Nijmegen - Uden,,3,,,
88736,BRAVO:ARR,131,Tilburg via Gilze - Rijen,,3,,,
88737,BRAVO:ARR,135,Wijk en Aalburg - 's-Hertogenbosch,,3,0000ff,ffffff,
88738,BRAVO:ARR,136,Tilburg  via Waalwijk - 's-Hertogenbosch,,3,,,
88739,BRAVO:ARR,137,Tilburg - Baarle-Nassau,,3,0000ff,ffffff,
88740,BRAVO:ARR,140,Tilburg  via Oisterwijk - 's-Hertogenbosch,,3,,,
88741,BRAVO:ARR,141,Tilburg  via Moergestel - Best,,3,,,
88742,BRAVO:ARR,142,Tilburg  via Hilvarenbeek - Best,,3,,,
88743,BRAVO:ARR,143,Tilburg via Hilvarenbeek - Reusel,,3,,,
88745,BRAVO:ARR,156,'s-Hertogenbosch - Eindhoven,,3,,,
88746,BRAVO:ARR,157,Oss - Eindhoven,,3,,,
88747,BRAVO:ARR,158,Veghel - 's-Hertogenbosch,,3,,,
88748,BRAVO:ARR,203,Liempde - 's-Hertogenbosch,,3,,,
88749,BRAVO:ARR,204,Best - Schijndel,,3,,,
88750,BRAVO:ARR,207,'s-Hertogenbosch - Cromvoirt,,3,,,
88751,BRAVO:ARR,238,Grave - Boxmeer,,3,,,
88752,BRAVO:ARR,239,Oisterwijk via Cromvoirt - 's-Hertogenbosch,,3,,,
88753,BRAVO:ARR,242,Hilvarenbeek via Diessen - Middelbeers,,3,,,
88754,BRAVO:ARR,250,Bokhoven - 's-Hertogenbosch CS,,3,,,
88755,BRAVO:ARR,251,Rosmalen - Uden,,3,,,
88756,BRAVO:ARR,253,Boerdonk - Veghel,,3,,,
88757,BRAVO:ARR,254,Schaijk - Uden,,3,,,
88758,BRAVO:ARR,255,Boxmeer - Venray,,3,,,
88759,BRAVO:ARR,256,Veghel - Venhorst,,3,,,
88760,BRAVO:ARR,262,Maren Kessel - Oss,,3,,,
88761,BRAVO:ARR,289,Hilvarenbeek via Moergestel - Oisterwijk,,3,,,
88762,BRAVO:ARR,292,Sint Anthonis - Boxmeer,,3,,,
88763,BRAVO:ARR,293,Hilvarenbeek via Diessen - Bladel,,3,,,
88764,BRAVO:ARR,294,Oss via Ravenstein - Dieden,,3,,,
88765,BRAVO:ARR,295,Hilvarenbeek - Goirle,,3,,,
88766,BRAVO:ARR,296,Oss - Megen,,3,,,
88767,BRAVO:ARR,299,Oirschot - Sint Michielsgestel,,3,,,
88768,BRAVO:ARR,300,Tilburg via Waalwijk - 's-Hertogenbosch,,3,,,
88769,BRAVO:ARR,301,Tilburg via Waalwijk - 's-Hertogenbosch,,3,,,
88770,BRAVO:ARR,305,Oss via Uden - Eindhoven,,3,0080ff,000000,
88771,BRAVO:ARR,306,Uden - 's-Hertogenbosch,,3,004080,ffffff,
88784,BRAVO:ARR,1,Centraal Station - De Aawijk,,3,0080ff,000000,
88785,BRAVO:ARR,2,Hambaken - Centraal Station,,3,800080,ffffff,
88786,BRAVO:ARR,3,Rosmalen - Centraal Station,,3,800000,ffffff,
88787,BRAVO:ARR,4,Groote Wielen via CS - De Kruiskamp,,3,00ff00,000000,
88788,BRAVO:ARR,5,Engelen - Centraal Station,,3,808040,000000,
88789,BRAVO:ARR,6,Empel - Centraal Station,,3,ff0080,000000,
88790,BRAVO:ARR,7,Maasoever - Centraal Station,,3,004000,ffffff,
88791,BRAVO:ARR,8,Maasoever via CS en JBZ - Vught,,3,00ff00,000000,
88792,BRAVO:ARR,9,Maasoever via CS en JBZ - Vught,,3,008080,ffffff,
88793,BRAVO:ARR,10,Maaspoort - CS,,3,008080,ffffff,
88794,BRAVO:ARR,11,Centraal Station - De Aawijk,,3,,,
88795,BRAVO:ARR,60,P+R Deutersestraat - Centrum v.v.,,3,,,
88796,BRAVO:ARR,70,P+R De Vliert - Centrum v.v.,,3,,,
88797,BRAVO:ARR,80,P+R Pettelaarpark - Centrum v.v.,,3,,,
88798,BRAVO:ARR,1,ETZ Elisabeth via CS - Noord-Quirijnstok,,3,,,
88799,BRAVO:ARR,2,Goirle via CS - Reeshof,,3,,,
88800,BRAVO:ARR,3,Reeshof - Centraal Station,,3,,,
88801,BRAVO:ARR,4,Centraal Station - Reeshof,,3,,,
88802,BRAVO:ARR,5,Centraal Station - Noord-Stokhasselt,,3,,,
88803,BRAVO:ARR,6,Centraal Station - Noord-Heikant,,3,,,
88804,BRAVO:ARR,7,De Blaak via CS - West-Paletplein,,3,,,
88805,BRAVO:ARR,8,Centraal Station - Het Laar,,3,,,
88806,BRAVO:ARR,9,Centraal Station via Berkel-Enschot - Udenhout,,3,,,
90584,BRAVO:ARR,262,Maren Kessel - Oss,,3,,,
88807,BRAVO:ARR,800,'s-Hertogenbosch - De Efteling,,3,,,
90585,BRAVO:ARR,289,Hilvarenbeek via Moergestel - Oisterwijk,,3,,,
88808,BRAVO:ARR,801,Tilburg - De Efteling,,3,,,
90586,BRAVO:ARR,292,Sint Anthonis - Boxmeer,,3,,,
86232,IFF:NS,Sprinter,Sprinter Rotterdam Centraal <-> Rotterdam Stadion,,2,,,
86289,SYNTUS:UT,N2,Utrecht - Woerden (nachtlijn),,3,,,
86290,SYNTUS:UT,N7,Utrecht - Oudewater (nachtlijn),,3,,,
86291,SYNTUS:UT,N8,Utrecht - Veenendaal - Wageningen (nachtlijn),,3,,,
86292,SYNTUS:UT,N26,Amsterdam Leidseplein - Wilnis (nachtlijn),,3,,,
86293,SYNTUS:UT,N50,Utrecht - Amerongen (nachtlijn),,3,,,
86436,HTM,12,Den Haag Duindorp - Station Den Haag HS,,0,,,
86469,IFF:ARRIVA,Stopbus i.p.v. trein,Stopbus i.p.v. trein Leer (Ostfriesl) <-> Weener,,3,,,
86473,IFF:ARRIVA,Snelbus i.p.v. trein,Snelbus i.p.v. trein Groningen <-> Leer (Ostfriesl),,3,,,
86476,IFF:ARRIVA,Nachttrein,Maastricht <-> Schiphol Airport NT32700,,2,,,
86478,IFF:ARRIVA,Sneltrein RE30,Apeldoorn <-> Winterswijk S30400,,2,,,
86479,IFF:ARRIVA,Sneltrein RE1,Groningen <-> Leeuwarden S37300,,2,,,
86480,IFF:ARRIVA,Sneltrein RE6,Winschoten <-> Groningen S37900,,2,,,
86482,IFF:ARRIVA,Stoptrein RS30,Apeldoorn <-> Zutphen ST17800,,2,,,
86484,IFF:ARRIVA,Stoptrein RS6,Weener <-> Groningen ST20100,,2,,,
86485,IFF:ARRIVA,Stoptrein RS31,Zutphen <-> Winterswijk ST30800,,2,,,
86486,IFF:ARRIVA,Stoptrein RS32,Arnhem Centraal <-> Winterswijk ST30900,,2,,,
86487,IFF:ARRIVA,Stoptrein RS33,Tiel <-> Arnhem Centraal ST31100,,2,,,
86488,IFF:ARRIVA,Stoptrein RS18,Kerkrade Centrum <-> Maastricht Randwyck ST32000,,2,,,
86489,IFF:ARRIVA,Stoptrein RS11,Nijmegen <-> Roermond ST32200,,2,,,
86455,QBUZZ,417,Nachtbus Groningen - Roden - Leek,,3,,,
86298,TRANSDEV,N32,Hilversum - Huizen,,3,000000,ffffff,
86456,QBUZZ,418,Nachtbus Groningen - Haren - Zuidlaren - Gieten,,3,,,
86454,QBUZZ,406,Nachtbus Groningen - Ten Boer - App'dam - Delfzijl,,3,,,
86447,QBUZZ,231,Zuidwolde - Balkbrug,,3,,,
86449,QBUZZ,45,Middelstum - Loppersum - Spijk - Eemshaven,,3,,,
86453,QBUZZ,319,Assen - Groningen,,3,,,
86451,QBUZZ,78,Siddeburen - Woldendorp,,3,,,
86450,QBUZZ,77,Gieten - Bareveld,,3,,,
86452,QBUZZ,139,Surhuisterveen - Groningen,,3,,,
86446,QBUZZ,25,Coevorden - Zweeloo,,3,,,
86457,QBUZZ,18,P+R Hoogkerk - Groningen Zernike,,3,99c200,000000,
86300,BRAVO:CXX,603,Eindhoven Fliednerstraat - Station,,3,,,
86490,IFF:ARRIVA,Stoptrein RS11,Nijmegen <-> Venray ST32300,,2,,,
86491,IFF:ARRIVA,Stoptrein RS12,Roermond <-> Maastricht Randwyck ST32400,,2,,,
86492,IFF:ARRIVA,Stoptrein RS15,Sittard <-> Heerlen ST32500,,2,,,
86495,IFF:ARRIVA,Stoptrein,Arnhem Centraal <-> Terborg ST36900,,2,,,
86496,IFF:ARRIVA,Stoptrein RS3,Leeuwarden <-> Sneek ST37000,,2,,,
86497,IFF:ARRIVA,Stoptrein RS3,Leeuwarden <-> Stavoren ST37100,,2,,,
86498,IFF:ARRIVA,Stoptrein RS2,Leeuwarden <-> Harlingen Haven ST37200,,2,,,
86499,IFF:ARRIVA,Stoptrein RS1,Groningen <-> Leeuwarden ST37400,,2,,,
86500,IFF:ARRIVA,Stoptrein RS6,Winschoten <-> Groningen ST37500,,2,,,
86501,IFF:ARRIVA,Stoptrein RS4,Groningen <-> Roodeschool ST37600,,2,,,
86502,IFF:ARRIVA,Stoptrein RS5,Groningen <-> Delfzijl ST37700,,2,,,
86503,IFF:ARRIVA,Stoptrein RS7,Veendam <-> Groningen ST37800,,2,,,
90587,BRAVO:ARR,293,Hilvarenbeek via Diessen - Bladel,,3,,,
87015,ARR,20,Leiden Centraal via Pickeplein - Noordwijk,,3,005a55,ffffff,
87016,ARR,21,Leiden Centraal via Boerenburg - Noordwijk,,3,005a55,ffffff,
87017,ARR,38,Leiden Centraal via Valkenburg - Unmanned Valley,,3,005a55,ffffff,
87018,ARR,50,Leiden Centraal - Haarlem,,3,005a55,ffffff,
87019,ARR,56,Leiden Centraal - Leimuiden,,3,005a55,ffffff,
87020,ARR,57,Nieuw-Vennep via Noordwijkerhout - Leiden Centraal,,3,005a55,ffffff,
87022,ARR,4,Station via Molenwetering - Station,,3,911d8b,ffffff,
87023,ARR,1,Station via Ridderveld Oost en West - Station,,3,911d8b,ffffff,
87024,ARR,2,Station via Ridderveld West en Oost - Station,,3,911d8b,ffffff,
87025,ARR,90,Leiden Centraal - Lisse,,3,005a55,ffffff,
87026,ARR,101,Nieuwkoop - Woerden,,3,005a55,ffffff,
87027,ARR,147,Alphen aan den Rijn via Zevenhoven - Uithoorn,,3,005a55,ffffff,
87028,ARR,165,Alphen aan den Rijn - Zoetermeer,,3,005a55,ffffff,
87029,ARR,169,Leiden Centraal - Alphen aan den Rijn,,3,005a55,ffffff,
87030,ARR,175,Rotterdam Nesselande - Gouda,,3,005a55,ffffff,
87031,ARR,178,Bodegraven - Gouda,,3,005a55,ffffff,
87032,ARR,182,Leiden Centraal via Ter Aar - Alphen aan den Rijn,,3,005a55,ffffff,
87033,ARR,183,Leiden Centraal - Alphen aan den Rijn,,3,005a55,ffffff,
87034,ARR,187,Leiden Centraal - Boskoop,,3,005a55,ffffff,
87035,ARR,190,Rotterdam Alexander via Moordrecht - Gouda,,3,005a55,ffffff,
87036,ARR,194,Rotterdam Capelsebrug via Lekkerkerk - Bergambacht,,3,005a55,ffffff,
87037,ARR,196,Rotterdam Capelsebrug via Ouderkerk - Gouda,,3,005a55,ffffff,
87039,ARR,278,Bodegraven via Broekvelden - Gouda,,3,005a55,ffffff,
87041,ARR,292,Rotterdam Capelsebrug - Lekkerkerk,,3,005a55,ffffff,
87042,ARR,295,Rotterdam Capelsebrug - Utrecht Centraal,,3,005a55,ffffff,
87043,ARR,361,Sassenheim via Lisse - Schiphol Airport,,3,0047a5,ffffff,
87044,ARR,365,Schiphol Airport - Leiden Centraal,,3,0047a5,ffffff,
87045,ARR,382,Waddinxveen via Zoetermeer A12 - Den Haag Centraal,,3,0047a5,ffffff,
87046,ARR,383,Rotterdam via Zoetermeer - Den Haag Centraal,,3,0047a5,ffffff,
87047,ARR,384,Waddinxveen via Moerkapelle - Den Haag Centraal,,3,0047a5,ffffff,
87048,ARR,385,Sassenheim via Noordwijk - Den Haag Centraal,,3,0047a5,ffffff,
87049,ARR,386,Gouda via Moerkapelle - Den Haag Centraal,,3,0047a5,ffffff,
87065,ARR,830,ESA Estec Gatehouse - Erasmus,,3,005a55,ffffff,
87070,ARR,870,Alphen aan den Rijn - Schiphol Airport,,3,005a55,ffffff,
87071,ARR,501,Station via Ridderveld Oost en West - Station,,3,00becd,000000,
87333,ARR,1,Veerdam - Ballum/Hollum,,3,,,
87334,ARR,2,Veerdam - Buren/Nes,,3,,,
87335,ARR,3,Hollum/Ballum - Veerdam,,3,,,
90588,BRAVO:ARR,294,Oss via Ravenstein - Dieden,,3,,,
90589,BRAVO:ARR,295,Hilvarenbeek - Goirle,,3,,,
90590,BRAVO:ARR,296,Oss - Megen,,3,,,
90591,BRAVO:ARR,299,Oirschot - Sint Michielsgestel,,3,,,
90592,BRAVO:ARR,300,Tilburg via Waalwijk - 's-Hertogenbosch,,3,,,
90593,BRAVO:ARR,301,Tilburg via Waalwijk - 's-Hertogenbosch,,3,,,
90594,BRAVO:ARR,305,Oss via Uden - Eindhoven,,3,0080ff,000000,
90595,BRAVO:ARR,306,Uden - 's-Hertogenbosch,,3,004080,ffffff,
90596,BRAVO:ARR,601,Centraal Station - Stappegoor,,3,,,
90597,BRAVO:ARR,602,Waalwijk - Tilburg Stappegoor,,3,,,
90598,BRAVO:ARR,605,Uden - Eindhoven,,3,,,
90599,BRAVO:ARR,637,Baarle-Nassau - Tilburg,,3,0000ff,ffffff,
90600,BRAVO:ARR,638,Grave - Cuijk,,3,,,
90601,BRAVO:ARR,639,Udenhout - 's-Hertogenbosch,,3,,,
90602,BRAVO:ARR,643,Boxtel - 's-Hertogenbosch,,3,,,
90603,BRAVO:ARR,644,Boxtel - Veghel,,3,,,
90604,BRAVO:ARR,655,Veghel - Gemert,,3,,,
90605,BRAVO:ARR,662,Maren-Kessel - Oss,,3,,,
90606,BRAVO:ARR,690,Grave - Heesch,,3,,,
90607,BRAVO:ARR,692,Landhorst - Boxmeer,,3,,,
90608,BRAVO:ARR,1,Centraal Station - De Aawijk,,3,0080ff,000000,
90609,BRAVO:ARR,2,Hambaken - Centraal Station,,3,800080,ffffff,
90610,BRAVO:ARR,3,Rosmalen - Centraal Station,,3,800000,ffffff,
90611,BRAVO:ARR,4,Groote Wielen via CS - De Kruiskamp,,3,00ff00,000000,
90612,BRAVO:ARR,5,Engelen - Centraal Station,,3,808040,000000,
90613,BRAVO:ARR,6,Empel - Centraal Station,,3,ff0080,000000,
90614,BRAVO:ARR,7,Maasoever - Centraal Station,,3,004000,ffffff,
90615,BRAVO:ARR,8,Maasoever via CS en JBZ - Vught,,3,00ff00,000000,
90616,BRAVO:ARR,9,Maasoever via CS en JBZ - Vught,,3,008080,ffffff,
90617,BRAVO:ARR,10,Maaspoort - CS,,3,008080,ffffff,
90618,BRAVO:ARR,11,Centraal Station - De Aawijk,,3,,,
90619,BRAVO:ARR,60,P+R Deutersestraat - Centrum v.v.,,3,,,
90620,BRAVO:ARR,70,P+R De Vliert - Centrum v.v.,,3,,,
90621,BRAVO:ARR,80,P+R Pettelaarpark - Centrum v.v.,,3,,,
90622,BRAVO:ARR,1,ETZ Elisabeth via CS - Noord-Quirijnstok,,3,,,
90623,BRAVO:ARR,2,Goirle via CS - Reeshof,,3,,,
90624,BRAVO:ARR,3,Reeshof - Centraal Station,,3,,,
90625,BRAVO:ARR,4,Centraal Station - Reeshof,,3,,,
90626,BRAVO:ARR,5,Centraal Station - Noord-Stokhasselt,,3,,,
90627,BRAVO:ARR,6,Centraal Station - Noord-Heikant,,3,,,
90628,BRAVO:ARR,7,De Blaak via CS - West-Paletplein,,3,,,
90629,BRAVO:ARR,8,Centraal Station - Het Laar,,3,,,
90630,BRAVO:ARR,9,Centraal Station via Berkel-Enschot - Udenhout,,3,,,
90631,BRAVO:ARR,800,'s-Hertogenbosch - De Efteling,,3,,,
90632,BRAVO:ARR,801,Tilburg - De Efteling,,3,,,
90633,BRAVO:ARR,1,Hoge Vucht via CS - Nieuw Wolfslaar/Bavel,,3,0000ff,ffffff,
90634,BRAVO:ARR,2,Hoge Vucht via CS - Haagse Beemden,,3,0000ff,ffffff,
90635,BRAVO:ARR,4,Princenhage via CS - Haagse Beemden,,3,0000ff,ffffff,
90636,BRAVO:ARR,5,Centraal Station - Heusdenhout,,3,0000ff,ffffff,
90637,BRAVO:ARR,6,Centraal Station - Galder/Meersel Dreef,,3,0000ff,ffffff,
90638,BRAVO:ARR,7,Nieuw Wolfslaar via CS - Heusdenhout,,3,0000ff,ffffff,
90639,BRAVO:ARR,8,Centraal Station - BUas/Ignatiusstraat,,3,0000ff,ffffff,
90640,BRAVO:ARR,9,Centraal Station - Avans/Loevesteinstraat,,3,0000ff,ffffff,
90641,ARR,1,West-Terschelling - Oosterend,,3,00ff00,000000,
90642,BRAVO:ARR,12,Bravis Ziekenhuis - Bergen op Zoom,,3,0000ff,ffffff,
90643,ARR,2,West-Terschelling - West aan Zee,,3,ff8000,000000,
90644,BRAVO:ARR,25,Station - Bergse Plaat,,3,0000ff,ffffff,
